Unnamed: 0.1,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,Unnamed: 0,lat_Y,lon_Y,orbit_Y,scene_Y,tile_Y,time_UTC_Y,time_solar_Y,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax
129,US-PFi,45.9749,-90.2327,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:04.152,0.0821856558322906,1.529564380645752,2.837737560272217,0.3092656135559082,73.50026023829318,4.0,3857,45.9749,-90.2327,5638,5,15TYL,7/4/19 14:00,59:54.2,180.07857,0.4275322,1.0,0.00696,3.6113186,0.06959999,102.80406,0.952,38.83144,293.78,2.32,345.99844,,282.508,0.16735227,120.82643,0.8088463,0.023802109,0.7688161,173.6358727545144,110.0608425131802,0.38775676,0.33629492,355.75305,22.106958,0.0,,454.7542,,7.788704,,8.305284,7.3690643,10.580594,2019,22.106958,293.78,0.9065302,0.1445364,20.63,3.058,366.2696456750976,11.106405179056113,79.67513269013874,82.90315349812057,37.68029444915275,81.47478865200029,41.99483824098599,1.4283648461202887,25.0967039587956,363.6244139455301,402.1027402280688,17,0.0,0.4958
130,US-PFi,45.9749,-90.2327,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:04.152,0.0821856558322906,1.529564380645752,2.837737560272217,0.3092656135559082,73.50026023829318,4.0,3858,45.9749,-90.2327,5638,5,15TYM,7/4/19 14:00,59:54.2,185.5485,0.8483348,1.0,0.00696,3.4723097,0.06959999,132.73929,0.95,37.5265,293.72,2.32,367.70197,,301.46872,0.73486185,256.72174,0.24024507,0.018067585,0.67924666,173.6358727545144,111.26889434747028,0.19511883,0.0,2.1540053,22.878193,0.0,,452.11353,,7.788543,,8.283092,7.3683524,10.57695,2019,22.878193,293.72,0.9065302,0.1445364,20.57,3.058,366.2696456750976,11.106405179056113,79.67513269013874,82.90315349812057,37.68029444915275,81.47478865200029,41.99483824098599,1.4283648461202887,25.0967039587956,363.6600096984626,400.93028414671113,17,0.0,0.4958
131,US-PFi,45.9749,-90.2327,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,186,2019-07-04 17:59:04.152,0.17392098903656,72.78224182128906,4.366536140441895,0.3083402514457702,73.55442703026962,4.0,3860,45.9749,-90.2327,5653,6,15TYL,7/5/19 13:11,10:16.2,213.43344,0.59945273,1.0,0.00576,3.9156637,0.0576,57.85082,0.954,40.344093,288.78,1.92,286.00146,,230.42682,0.024199057,138.07036,0.9576115,0.01818943,0.87282354,11.357860103320814,0.0,0.35734668,0.0,156.14838,21.278782,0.0,,456.074,,7.296048,,7.9527016,7.2695193,22.265017,2019,21.278782,288.78,0.905329,0.14781098,15.63,3.058,365.1115549474748,0.9856856672302045,6.140378050588605,4.211431775026819,5.614053558424311,4.210649091876377,0.5263244921642949,0.000782683150442,1.6788164325747508,363.29147730003285,376.20797816616994,17,0.0,0.4958
132,US-PFi,45.9749,-90.2327,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,186,2019-07-04 17:59:04.152,0.17392098903656,72.78224182128906,4.366536140441895,0.3083402514457702,73.55442703026962,4.0,3861,45.9749,-90.2327,5653,6,15TYM,7/5/19 13:11,10:16.2,191.87358,0.62524104,1.0,0.00576,3.4732685,0.0576,55.34202,0.954,40.44553,288.82,1.92,280.22888,,219.23344,0.02031569,137.5299,0.9638139,0.01587041,0.88326883,11.357860103320814,0.0,0.28115577,0.0,152.97545,19.6148,0.0,,453.76114,,7.296048,,7.9609065,7.2695193,22.266937,2019,19.6148,288.82,0.905329,0.14781098,15.67,3.058,365.1115549474748,0.9856856672302045,6.140378050588605,4.211431775026819,5.614053558424311,4.210649091876377,0.5263244921642949,0.000782683150442,1.6788164325747508,351.2281190337607,376.4164613854233,17,0.0,0.4958
133,US-PFi,45.9749,-90.2327,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,189,2019-07-07 17:59:04.152,0.5233216881752014,-0.0060764816589653,1.7928768396377563,0.3358102440834045,73.74463898121562,4.0,3865,45.9749,-90.2327,5699,5,15TYL,7/8/19 12:20,19:29.2,,,,,,,,0.966,,287.54,1.36,,,,,,,,,221.37796670767423,,,,,,,,455.29233,,7.246397,,7.8369217,7.246725,3.938947,2019,,287.54,0.926123,0.18419537,14.39,3.058,361.0579108209935,9.915480306843202,91.90314664660382,120.44442539775656,55.77705810710387,37.651844706502295,36.126088539499946,82.79258069125427,40.77679648756774,,374.4392600903809,17,0.0,0.4958
134,US-PFi,45.9749,-90.2327,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,189,2019-07-07 17:59:04.152,0.5233216881752014,-0.0060764816589653,1.7928768396377563,0.3358102440834045,73.74463898121562,4.0,3866,45.9749,-90.2327,5699,5,15TYM,7/8/19 12:20,19:29.2,,,,,,,,0.964,,287.54,1.36,,,,,,,,,221.37796670767423,,,,,,,,451.79385,,7.229237,,7.832521,7.221169,3.9326577,2019,,287.54,0.926123,0.18419537,14.39,3.058,361.0579108209935,9.915480306843202,91.90314664660382,120.44442539775656,55.77705810710387,37.651844706502295,36.126088539499946,82.79258069125427,40.77679648756774,,373.6640235270468,17,0.0,0.4958
135,US-PFi,45.9749,-90.2327,5745,5,15TYL,2019-07-11 00:00:00,2019-07-11,192,2019-07-10 17:59:04.152,0.1370292603969574,39.95758819580078,2.942829370498657,0.3432811796665191,73.97595997117749,4.0,3869,45.9749,-90.2327,5745,5,15TYL,7/11/19 11:28,27:54.2,,,,,,,,0.974,,285.04,1.08,,,,,,,,,19.42279749028807,,,,,,,,454.77942,,6.908888,,7.517919,7.069734,26.036194,2019,,285.04,0.91602564,0.13836004,11.89,3.058,356.1416824777537,1.7251008049646883,9.740310868855287,7.93330197921288,8.901694183604558,7.931034134756905,0.8386166852507309,0.0022678444559751,2.6873390376681567,,364.580446609374,17,0.0,0.4958
136,US-PFi,45.9749,-90.2327,5745,5,15TYL,2019-07-11 00:00:00,2019-07-11,192,2019-07-10 17:59:04.152,0.1370292603969574,39.95758819580078,2.942829370498657,0.3432811796665191,73.97595997117749,4.0,3870,45.9749,-90.2327,5745,5,15TYM,7/11/19 11:28,27:54.2,,,,,,,,0.972,,285.26,1.08,,,,,,,,,19.42279749028807,,,,,,,,451.805,,6.89423,,7.5183797,7.0638366,26.034678,2019,,285.26,0.91602564,0.13836004,12.11,3.058,356.1416824777537,1.7251008049646883,9.740310868855287,7.93330197921288,8.901694183604558,7.931034134756905,0.8386166852507309,0.0022678444559751,2.6873390376681567,,364.95637544459936,17,0.0,0.4958
137,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3875,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,147.84228860031507,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19,3.058,319.0088903964655,8.642836642505351,66.99657541875685,72.1677504583821,28.46192940379777,69.98661506932666,38.53464601495908,2.181135389055441,7.375576791612922,,412.8383701157034,17,0.0,0.4958
138,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3876,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,147.84228860031507,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19,3.058,319.0088903964655,8.642836642505351,66.99657541875685,72.1677504583821,28.46192940379777,69.98661506932666,38.53464601495908,2.181135389055441,7.375576791612922,,412.8383701157034,17,0.0,0.4958
139,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3877,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,147.84228860031507,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21,3.058,319.0088903964655,8.642836642505351,66.99657541875685,72.1677504583821,28.46192940379777,69.98661506932666,38.53464601495908,2.181135389055441,7.375576791612922,,412.0991442478245,17,0.0,0.4958
140,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3878,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,147.84228860031507,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21,3.058,319.0088903964655,8.642836642505351,66.99657541875685,72.1677504583821,28.46192940379777,69.98661506932666,38.53464601495908,2.181135389055441,7.375576791612922,,412.0991442478245,17,0.0,0.4958
141,US-PFi,45.9749,-90.2327,6032,8,15TYL,2019-07-29 00:00:00,2019-07-29,210,2019-07-28 17:59:04.152,0.7254098653793335,40.58903884887695,4.706615447998047,0.298759400844574,76.18150193323542,4.0,3880,45.9749,-90.2327,6032,8,15TYL,7/29/19 23:04,03:32.2,115.65612,0.4036896,1.0,0.00396,6.52174535,0.0396,35.93014,0.972,21.479284,291.48,1.32,143.0206,,111.68391,0.30993748,45.417034,0.6243278,0.059354994,0.7132578,11.111390668456671,0.0,0.37133434,0.29384407,93.57928,19.988388,0.0,,455.57086,,7.6442833,,8.209112,7.5520787,2.106736,2019,19.988388,291.48,0.88454473,0.04988221,18.33,3.058,309.17092162387945,0.8446055725156024,5.618443384768561,4.630095028565407,5.13485576837277,4.628158786776518,0.4835876163957913,0.001936241788889,0.5542607227159961,344.41249887149,397.8437013337365,17,0.0,0.4958
142,US-PFi,45.9749,-90.2327,6032,8,15TYL,2019-07-29 00:00:00,2019-07-29,210,2019-07-28 17:59:04.152,0.7254098653793335,40.58903884887695,4.706615447998047,0.298759400844574,76.18150193323542,4.0,3881,45.9749,-90.2327,6032,8,15TYM,7/29/19 23:04,03:32.2,110.80265,1.0,1.0,0.00396,3.48749315,0.0396,23.41584,0.974,0.0,291.42,1.32,51.44117,,89.70619,0.0,89.70619,0.0,1.0,0.717554,11.111390668456671,0.0,0.4427891,0.33865547,106.916374,19.716814,0.0,,453.00513,,7.6898303,,8.186398,7.522589,2.1053536,2019,19.716814,291.42,0.88454473,0.04988221,18.27,3.058,309.17092162387945,0.8446055725156024,5.618443384768561,4.630095028565407,5.13485576837277,4.628158786776518,0.4835876163957913,0.001936241788889,0.5542607227159961,342.70854601083033,398.3341589023076,17,0.0,0.4958
143,US-PFi,45.9749,-90.2327,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:59:04.152,0.077184297144413,0.0635957643389701,0.8916543126106262,0.3026192188262939,93.56503398711334,4.0,4036,45.9749,-90.2327,7131,8,15TYL,10/8/19 19:07,07:03.2,179.49911,0.6633525,1.0,0.00288,1.3790335,0.0288,123.649284,0.976,32.428555,291.24,0.96,350.8693,,238.91095,0.50409937,158.4329,0.09512435,0.40076354,0.54144883,0.0,0.0,0.2928556,0.0,1.9290103,17.044167,0.0,,455.433,,7.62283,,8.210868,7.5308504,7.8146434,2019,17.044167,291.24,0.59214115,0.09931689,18.09,3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.6337689812456,398.1668373565559,17,0.0,0.4958
144,US-PFi,45.9749,-90.2327,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:59:04.152,0.077184297144413,0.0635957643389701,0.8916543126106262,0.3026192188262939,93.56503398711334,4.0,4037,45.9749,-90.2327,7131,8,15TYM,10/8/19 19:07,07:03.2,172.12437,0.6589615,1.0,0.00288,1.5449429,0.0288,116.92874,0.976,28.403913,291.24,0.96,331.29752,,217.08421,0.4047719,143.06721,0.10521444,0.4900758,0.5656707,0.0,0.0,0.29991627,0.0,2.107205,15.983959,0.0,,451.814,,7.6195445,,8.2130995,7.5308504,7.8247547,2019,15.983959,291.24,0.59214115,0.09931689,18.09,3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.40976205385147,398.1668373565559,17,0.0,0.4958
145,US-PFq,45.9271,-90.2475,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:59:00.600,0.756563663482666,-1.3924190998077393,2.47443962097168,0.3445474505424499,74.46070340957209,4.0,4261,45.9271,-90.2475,5116,8,15TYL,5/31/19 22:42,41:18.6,23.673328,0.5586234,1.0,0.00528,2.2931082,0.0528,92.72218,0.96,9.089614,292.76,1.76,244.22351,,172.25792,0.53660816,96.932365,0.19536097,0.28607687,0.59723926,183.3246362832334,89.81066097607402,0.25753713,0.0,10.603195,16.812227,0.0,,439.31396,,7.6193295,,8.255828,7.4056935,15.933604,2019,16.812227,292.76,0.7020776,0.05009072,19.61,3.493,347.1717343009911,7.929637722327217,72.87182309086077,103.02934824877865,50.72529634072635,39.89565626641104,22.14652675013442,63.13369198236761,9.182863025165284,315.54859483124005,399.8797071132341,17,0.0,0.49510000000000004
146,US-PFq,45.9271,-90.2475,5177,8,15TYL,2019-06-04 00:00:00,2019-06-04,155,2019-06-03 17:59:00.600,0.5099445581436157,0.6549345254898071,2.548341751098633,0.3445150852203369,74.06967698127185,4.0,4263,45.9271,-90.2475,5177,8,15TYL,6/4/19 21:01,00:16.6,76.2694,0.9213295,1.0,0.00552,3.07682655,0.0552,60.9415,0.972,19.011185,298.38,1.84,241.54239,,181.0139,0.5203346,166.98833,0.30322552,0.17761622,0.7612368,186.0617729675319,90.09850277767416,0.18514238,0.48492542,121.77112,20.378658,0.0,,438.9398,,8.390865,,8.795225,7.9049225,7.0390167,2019,20.378658,298.38,0.7009077,0.049706392,25.23,3.493,355.28009384825947,9.432429692778028,79.7354096399922,96.89001326819168,34.16121998654188,94.53522990424868,45.57418965345032,2.354783363943014,9.248459423339146,350.1592724781414,436.87408324466,17,0.0,0.49510000000000004
147,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4278,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,45:35.6,340.5972,0.5384661,1.0,0.0048,5.04797915,0.048,230.70576,0.976,50.0,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,5.008833222171818,0.0,0.2781005,0.0,2.5373716,16.587654,0.0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93,3.493,369.5654072911134,0.4907529777327482,2.8565918376275663,1.6485300799124845,2.611313450490115,1.6480436926659014,0.2452783871374513,0.000486387246583,0.2283206801191906,309.6438223381093,397.2925863622389,17,0.0,0.49510000000000004
148,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4279,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,45:35.6,340.5972,0.5384661,1.0,0.0048,5.04797915,0.048,230.70576,0.976,50.0,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,5.008833222171818,0.0,0.2781005,0.0,2.5373716,16.587654,0.0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93,3.493,369.5654072911134,0.4907529777327482,2.8565918376275663,1.6485300799124845,2.611313450490115,1.6480436926659014,0.2452783871374513,0.000486387246583,0.2283206801191906,309.6438223381093,397.2925863622389,17,0.0,0.49510000000000004
149,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4282,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,36:40.6,263.71582,0.5301832,1.0,0.0036,5.0507955,0.036000002,92.17709,0.976,50.0,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,5.008833222171818,0.0,0.290151,0.79817706,192.0372,18.858116,0.0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05,3.493,369.5654072911134,0.4907529777327482,2.8565918376275663,1.6485300799124845,2.611313450490115,1.6480436926659014,0.2452783871374513,0.000486387246583,0.2283206801191906,324.46412031494884,403.44268215029086,17,0.0,0.49510000000000004
150,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4283,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,36:40.6,263.71582,0.5301832,1.0,0.0036,5.0507955,0.036000002,92.17709,0.976,50.0,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,5.008833222171818,0.0,0.290151,0.79817706,192.0372,18.858116,0.0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05,3.493,369.5654072911134,0.4907529777327482,2.8565918376275663,1.6485300799124845,2.611313450490115,1.6480436926659014,0.2452783871374513,0.000486387246583,0.2283206801191906,324.46412031494884,403.44268215029086,17,0.0,0.49510000000000004
151,US-PFq,45.9271,-90.2475,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:59:00.600,0.0630536153912544,1.426609754562378,1.4292805194854736,0.3380798399448395,73.33474734979355,4.0,4285,45.9271,-90.2475,5363,6,15TYL,6/16/19 20:48,47:05.6,,,,,,,,0.964,,295.38,1.44,,,,,,,,,199.8009876820612,,,,,,,,439.36694,,7.9157386,,8.467669,7.7165284,9.204843,2019,,295.38,0.89346296,0.06520651,22.23,3.493,370.2750341383928,12.004099017445972,89.10806869295833,98.7894731721166,41.76331192297691,97.26039645322976,47.344756769981416,1.529076718886813,13.0283251013002,,416.1142195793213,17,0.0,0.49510000000000004
152,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4289,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,22.53628251217077,0.0,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,323.7067759265402,393.4939408804487,17,0.0,0.49510000000000004
153,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4290,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,22.53628251217077,0.0,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,323.7067759265402,393.4939408804487,17,0.0,0.49510000000000004
154,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4291,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,22.53628251217077,0.0,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,323.7067759265402,393.4939408804487,17,0.0,0.49510000000000004
155,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4295,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,22.53628251217077,0.0,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,340.2726400198615,413.251035863137,17,0.0,0.49510000000000004
156,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4296,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,22.53628251217077,0.0,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,340.2726400198615,413.251035863137,17,0.0,0.49510000000000004
157,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4297,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,22.53628251217077,0.0,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,1.853929584340389,11.567517884248996,9.086814491589696,10.572851245384935,9.08284011081405,0.994666638864059,0.0039743807756469,2.62400968799494,340.2726400198615,413.251035863137,17,0.0,0.49510000000000004
158,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4317,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,236.89365976825965,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,12.644216330604998,97.23123331892472,127.494817095926,29.00419741332841,10.768085622328812,68.2270359055963,116.72673147359718,33.07658520690096,,343.47921906786075,17,0.0,0.49510000000000004
159,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4318,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,236.89365976825965,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,12.644216330604998,97.23123331892472,127.494817095926,29.00419741332841,10.768085622328812,68.2270359055963,116.72673147359718,33.07658520690096,,343.47921906786075,17,0.0,0.49510000000000004
160,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4319,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,236.89365976825965,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,12.644216330604998,97.23123331892472,127.494817095926,29.00419741332841,10.768085622328812,68.2270359055963,116.72673147359718,33.07658520690096,,343.47921906786075,17,0.0,0.49510000000000004
161,US-PFq,45.9271,-90.2475,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:00.600,0.0832377821207046,0.907562017440796,2.8574509620666504,0.3092333376407623,73.50381187683945,4.0,4336,45.9271,-90.2475,5638,5,15TYL,7/4/19 14:00,59:50.6,191.0946,0.41293606,1.0,0.00696,5.10270315,0.06959999,104.22016,0.902,9.279946,283.52,2.32,414.54193,,338.39435,0.22571856,139.70897,0.7558267,0.018454757,0.74851274,225.63960044568643,222.97122425111877,0.35456887,0.0,237.63312,21.930634,0.0,,440.1115,,6.82484,,7.3307843,6.590651,9.809735,2019,21.930634,283.52,0.91077983,0.14714703,10.37,3.493,366.1929954478379,13.456564433780702,102.11168007000904,110.42069724614537,42.20158976784564,105.44668962408306,59.91009030216341,4.974007622062288,33.202197055969435,361.0194023551997,330.4855814937979,17,0.0,0.49510000000000004
